"id" "symbol"
"ENSMUSG00000033294" "ENSMUSG00000033294" "Noc4l"
"ENSMUSG00000038058" "ENSMUSG00000038058" "Nod1"
"ENSMUSG00000018433" "ENSMUSG00000018433" "Nol11"
"ENSMUSG00000063200" "ENSMUSG00000063200" "Nol7"
"ENSMUSG00000028948" "ENSMUSG00000028948" "Nol9"
"ENSMUSG00000015176" "ENSMUSG00000015176" "Nolc1"
"ENSMUSG00000036693" "ENSMUSG00000036693" "Nop14"
"ENSMUSG00000038279" "ENSMUSG00000038279" "Nop2"
"ENSMUSG00000026020" "ENSMUSG00000026020" "Nop58"
"ENSMUSG00000021242" "ENSMUSG00000021242" "Npc2"
"ENSMUSG00000042684" "ENSMUSG00000042684" "Npl"
"ENSMUSG00000003849" "ENSMUSG00000003849" "Nqo1"
"ENSMUSG00000037583" "ENSMUSG00000037583" "Nr0b2"
"ENSMUSG00000024431" "ENSMUSG00000024431" "Nr3c1"
"ENSMUSG00000060275" "ENSMUSG00000060275" "Nrg2"
"ENSMUSG00000053310" "ENSMUSG00000053310" "Nrgn"
"ENSMUSG00000048490" "ENSMUSG00000048490" "Nrip1"
"ENSMUSG00000025969" "ENSMUSG00000025969" "Nrp2"
"ENSMUSG00000040331" "ENSMUSG00000040331" "Nsmce4a"
"ENSMUSG00000021595" "ENSMUSG00000021595" "Nsun2"
"ENSMUSG00000025041" "ENSMUSG00000025041" "Nt5c2"
"ENSMUSG00000009772" "ENSMUSG00000009772" "Nuak2"
"ENSMUSG00000030824" "ENSMUSG00000030824" "Nucb1"
"ENSMUSG00000030659" "ENSMUSG00000030659" "Nucb2"
"ENSMUSG00000026434" "ENSMUSG00000026434" "Nucks1"
"ENSMUSG00000028851" "ENSMUSG00000028851" "Nudc"
"ENSMUSG00000034875" "ENSMUSG00000034875" "Nudt19"
"ENSMUSG00000024213" "ENSMUSG00000024213" "Nudt3"
"ENSMUSG00000029310" "ENSMUSG00000029310" "Nudt9"
"ENSMUSG00000066306" "ENSMUSG00000066306" "Numa1"
"ENSMUSG00000039509" "ENSMUSG00000039509" "Nup133"
"ENSMUSG00000030091" "ENSMUSG00000030091" "Nup210"
"ENSMUSG00000020739" "ENSMUSG00000020739" "Nup85"
"ENSMUSG00000032939" "ENSMUSG00000032939" "Nup93"
"ENSMUSG00000030717" "ENSMUSG00000030717" "Nupr1"
"ENSMUSG00000027306" "ENSMUSG00000027306" "Nusap1"
"ENSMUSG00000020844" "ENSMUSG00000020844" "Nxn"
"ENSMUSG00000036992" "ENSMUSG00000036992" "Nxt1"
"ENSMUSG00000032014" "ENSMUSG00000032014" "Oaf"
"ENSMUSG00000041827" "ENSMUSG00000041827" "Oasl1"
"ENSMUSG00000030934" "ENSMUSG00000030934" "Oat"
"ENSMUSG00000029152" "ENSMUSG00000029152" "Ociad1"
"ENSMUSG00000001173" "ENSMUSG00000001173" "Ocrl"
"ENSMUSG00000011179" "ENSMUSG00000011179" "Odc1"
"ENSMUSG00000026158" "ENSMUSG00000026158" "Ogfrl1"
"ENSMUSG00000072980" "ENSMUSG00000072980" "Oip5"
"ENSMUSG00000026833" "ENSMUSG00000026833" "Olfm1"
"ENSMUSG00000030162" "ENSMUSG00000030162" "Olr1"
"ENSMUSG00000038084" "ENSMUSG00000038084" "Opa1"
"ENSMUSG00000026672" "ENSMUSG00000026672" "Optn"
"ENSMUSG00000039747" "ENSMUSG00000039747" "Orai2"
"ENSMUSG00000026037" "ENSMUSG00000026037" "Orc2"
"ENSMUSG00000029012" "ENSMUSG00000029012" "Orc5"
"ENSMUSG00000031697" "ENSMUSG00000031697" "Orc6"
"ENSMUSG00000038150" "ENSMUSG00000038150" "Ormdl3"
"ENSMUSG00000040462" "ENSMUSG00000040462" "Os9"
"ENSMUSG00000044252" "ENSMUSG00000044252" "Osbpl1a"
"ENSMUSG00000029822" "ENSMUSG00000029822" "Osbpl3"
"ENSMUSG00000020189" "ENSMUSG00000020189" "Osbpl8"
"ENSMUSG00000041084" "ENSMUSG00000041084" "Ostc"
"ENSMUSG00000024725" "ENSMUSG00000024725" "Ostf1"
"ENSMUSG00000021203" "ENSMUSG00000021203" "Otub2"
"ENSMUSG00000038495" "ENSMUSG00000038495" "Otud7b"
"ENSMUSG00000022307" "ENSMUSG00000022307" "Oxr1"
"ENSMUSG00000020787" "ENSMUSG00000020787" "P2rx1"
"ENSMUSG00000029468" "ENSMUSG00000029468" "P2rx7"
"ENSMUSG00000027765" "ENSMUSG00000027765" "P2ry1"
"ENSMUSG00000032860" "ENSMUSG00000032860" "P2ry2"
"ENSMUSG00000025130" "ENSMUSG00000025130" "P4hb"
"ENSMUSG00000025364" "ENSMUSG00000025364" "Pa2g4"
"ENSMUSG00000022194" "ENSMUSG00000022194" "Pabpn1"
"ENSMUSG00000024855" "ENSMUSG00000024855" "Pacs1"
"ENSMUSG00000016664" "ENSMUSG00000016664" "Pacsin2"
"ENSMUSG00000025330" "ENSMUSG00000025330" "Padi4"
"ENSMUSG00000029247" "ENSMUSG00000029247" "Paics"
"ENSMUSG00000025451" "ENSMUSG00000025451" "Paip1"
"ENSMUSG00000037058" "ENSMUSG00000037058" "Paip2"
"ENSMUSG00000038683" "ENSMUSG00000038683" "Pak1ip1"
"ENSMUSG00000035863" "ENSMUSG00000035863" "Palm"
"ENSMUSG00000026335" "ENSMUSG00000026335" "Pam"
"ENSMUSG00000033610" "ENSMUSG00000033610" "Pank1"
"ENSMUSG00000031934" "ENSMUSG00000031934" "Panx1"
"ENSMUSG00000021111" "ENSMUSG00000021111" "Papola"
"ENSMUSG00000024899" "ENSMUSG00000024899" "Papss2"
"ENSMUSG00000037348" "ENSMUSG00000037348" "Paqr7"
"ENSMUSG00000064225" "ENSMUSG00000064225" "Paqr9"
"ENSMUSG00000052062" "ENSMUSG00000052062" "Pard3b"
"ENSMUSG00000034981" "ENSMUSG00000034981" "Parm1"
"ENSMUSG00000026496" "ENSMUSG00000026496" "Parp1"
"ENSMUSG00000034422" "ENSMUSG00000034422" "Parp14"
"ENSMUSG00000021725" "ENSMUSG00000021725" "Parp8"
"ENSMUSG00000022438" "ENSMUSG00000022438" "Parvb"
"ENSMUSG00000022439" "ENSMUSG00000022439" "Parvg"
"ENSMUSG00000031860" "ENSMUSG00000031860" "Pbx4"
"ENSMUSG00000051695" "ENSMUSG00000051695" "Pcbp1"
"ENSMUSG00000056851" "ENSMUSG00000056851" "Pcbp2"
"ENSMUSG00000032527" "ENSMUSG00000032527" "Pccb"
"ENSMUSG00000041328" "ENSMUSG00000041328" "Pcf11"
"ENSMUSG00000018537" "ENSMUSG00000018537" "Pcgf2"
"ENSMUSG00000040618" "ENSMUSG00000040618" "Pck2"
"ENSMUSG00000027589" "ENSMUSG00000027589" "Pcmtd2"
"ENSMUSG00000027342" "ENSMUSG00000027342" "Pcna"
"ENSMUSG00000001151" "ENSMUSG00000001151" "Pcnt"
"ENSMUSG00000021140" "ENSMUSG00000021140" "Pcnx"
"ENSMUSG00000038370" "ENSMUSG00000038370" "Pcp4l1"
"ENSMUSG00000005615" "ENSMUSG00000005615" "Pcyt1a"
"ENSMUSG00000035246" "ENSMUSG00000035246" "Pcyt1b"
"ENSMUSG00000029623" "ENSMUSG00000029623" "Pdap1"
"ENSMUSG00000024975" "ENSMUSG00000024975" "Pdcd4"
"ENSMUSG00000032504" "ENSMUSG00000032504" "Pdcd6ip"
"ENSMUSG00000110195" "ENSMUSG00000110195" "Pde2a"
"ENSMUSG00000021699" "ENSMUSG00000021699" "Pde4d"
"ENSMUSG00000053965" "ENSMUSG00000053965" "Pde5a"
"ENSMUSG00000026239" "ENSMUSG00000026239" "Pde6d"
"ENSMUSG00000024620" "ENSMUSG00000024620" "Pdgfrb"
"ENSMUSG00000031299" "ENSMUSG00000031299" "Pdha1"
"ENSMUSG00000021748" "ENSMUSG00000021748" "Pdhb"
"ENSMUSG00000024184" "ENSMUSG00000024184" "Pdia2"
"ENSMUSG00000027248" "ENSMUSG00000027248" "Pdia3"
"ENSMUSG00000022844" "ENSMUSG00000022844" "Pdia5"
"ENSMUSG00000020571" "ENSMUSG00000020571" "Pdia6"
"ENSMUSG00000055044" "ENSMUSG00000055044" "Pdlim1"
"ENSMUSG00000022090" "ENSMUSG00000022090" "Pdlim2"
"ENSMUSG00000021493" "ENSMUSG00000021493" "Pdlim7"
"ENSMUSG00000027472" "ENSMUSG00000027472" "Pdrg1"
"ENSMUSG00000032788" "ENSMUSG00000032788" "Pdxk"
"ENSMUSG00000013698" "ENSMUSG00000013698" "Pea15a"
"ENSMUSG00000020717" "ENSMUSG00000020717" "Pecam1"
"ENSMUSG00000028779" "ENSMUSG00000028779" "Pef1"
"ENSMUSG00000106847" "ENSMUSG00000106847" "Peg13"
"ENSMUSG00000021846" "ENSMUSG00000021846" "Peli2"
"ENSMUSG00000020893" "ENSMUSG00000020893" "Per1"
"ENSMUSG00000028957" "ENSMUSG00000028957" "Per3"
"ENSMUSG00000030545" "ENSMUSG00000030545" "Pex11a"
"ENSMUSG00000029373" "ENSMUSG00000029373" "Pf4"
"ENSMUSG00000024346" "ENSMUSG00000024346" "Pfdn1"
"ENSMUSG00000001289" "ENSMUSG00000001289" "Pfdn5"
"ENSMUSG00000026773" "ENSMUSG00000026773" "Pfkfb3"
"ENSMUSG00000025648" "ENSMUSG00000025648" "Pfkfb4"
"ENSMUSG00000033065" "ENSMUSG00000033065" "Pfkm"
"ENSMUSG00000028961" "ENSMUSG00000028961" "Pgd"
"ENSMUSG00000030413" "ENSMUSG00000030413" "Pglyrp1"
"ENSMUSG00000043445" "ENSMUSG00000043445" "Pgp"
"ENSMUSG00000062866" "ENSMUSG00000062866" "Phactr2"
"ENSMUSG00000066043" "ENSMUSG00000066043" "Phactr4"
"ENSMUSG00000004264" "ENSMUSG00000004264" "Phb2"
"ENSMUSG00000040669" "ENSMUSG00000040669" "Phc1"
"ENSMUSG00000023883" "ENSMUSG00000023883" "Phf10"
"ENSMUSG00000047777" "ENSMUSG00000047777" "Phf13"
"ENSMUSG00000029629" "ENSMUSG00000029629" "Phf14"
"ENSMUSG00000026873" "ENSMUSG00000026873" "Phf19"
"ENSMUSG00000058318" "ENSMUSG00000058318" "Phf21a"
"ENSMUSG00000048874" "ENSMUSG00000048874" "Phf3"
"ENSMUSG00000061360" "ENSMUSG00000061360" "Phf5a"
"ENSMUSG00000053398" "ENSMUSG00000053398" "Phgdh"
"ENSMUSG00000074277" "ENSMUSG00000074277" "Phldb3"
"ENSMUSG00000003469" "ENSMUSG00000003469" "Phyhip"
"ENSMUSG00000039936" "ENSMUSG00000039936" "Pik3cd"
"ENSMUSG00000020573" "ENSMUSG00000020573" "Pik3cg"
"ENSMUSG00000031834" "ENSMUSG00000031834" "Pik3r2"
"ENSMUSG00000111826" "ENSMUSG00000111826" "Pik3r2"
"ENSMUSG00000020901" "ENSMUSG00000020901" "Pik3r5"
"ENSMUSG00000046207" "ENSMUSG00000046207" "Pik3r6"
"ENSMUSG00000024014" "ENSMUSG00000024014" "Pim1"
"ENSMUSG00000031155" "ENSMUSG00000031155" "Pim2"
"ENSMUSG00000026737" "ENSMUSG00000026737" "Pip4k2a"
"ENSMUSG00000024867" "ENSMUSG00000024867" "Pip5k1b"
"ENSMUSG00000017781" "ENSMUSG00000017781" "Pitpna"
"ENSMUSG00000021193" "ENSMUSG00000021193" "Pitrm1"
"ENSMUSG00000038725" "ENSMUSG00000038725" "Pkhd1l1"
"ENSMUSG00000019876" "ENSMUSG00000019876" "Pkib"
"ENSMUSG00000035268" "ENSMUSG00000035268" "Pkig"
"ENSMUSG00000041237" "ENSMUSG00000041237" "Pklr"
"ENSMUSG00000004591" "ENSMUSG00000004591" "Pkn2"
"ENSMUSG00000027999" "ENSMUSG00000027999" "Pla2g12a"
"ENSMUSG00000060675" "ENSMUSG00000060675" "Pla2g16"
"ENSMUSG00000046223" "ENSMUSG00000046223" "Plaur"
"ENSMUSG00000030214" "ENSMUSG00000030214" "Plbd1"
"ENSMUSG00000040061" "ENSMUSG00000040061" "Plcb2"
"ENSMUSG00000024960" "ENSMUSG00000024960" "Plcb3"
"ENSMUSG00000034330" "ENSMUSG00000034330" "Plcg2"
"ENSMUSG00000038910" "ENSMUSG00000038910" "Plcl2"
"ENSMUSG00000003363" "ENSMUSG00000003363" "Pld3"
"ENSMUSG00000052160" "ENSMUSG00000052160" "Pld4"
"ENSMUSG00000116258" "ENSMUSG00000116258" "Pld4"
"ENSMUSG00000020120" "ENSMUSG00000020120" "Plek"
"ENSMUSG00000040268" "ENSMUSG00000040268" "Plekha1"
"ENSMUSG00000031557" "ENSMUSG00000031557" "Plekha2"
"ENSMUSG00000074170" "ENSMUSG00000074170" "Plekhf1"
"ENSMUSG00000052609" "ENSMUSG00000052609" "Plekhg3"
"ENSMUSG00000015745" "ENSMUSG00000015745" "Plekho1"
"ENSMUSG00000019055" "ENSMUSG00000019055" "Plod1"
"ENSMUSG00000032369" "ENSMUSG00000032369" "Plscr1"
"ENSMUSG00000034845" "ENSMUSG00000034845" "Plvap"
"ENSMUSG00000017417" "ENSMUSG00000017417" "Plxdc1"
"ENSMUSG00000036606" "ENSMUSG00000036606" "Plxnb2"
"ENSMUSG00000074785" "ENSMUSG00000074785" "Plxnc1"
"ENSMUSG00000030123" "ENSMUSG00000030123" "Plxnd1"
"ENSMUSG00000038400" "ENSMUSG00000038400" "Pmepa1"
"ENSMUSG00000028066" "ENSMUSG00000028066" "Pmf1"
"ENSMUSG00000036986" "ENSMUSG00000036986" "Pml"
"ENSMUSG00000022474" "ENSMUSG00000022474" "Pmm1"
"ENSMUSG00000115338" "ENSMUSG00000115338" "Pnp"
"ENSMUSG00000068417" "ENSMUSG00000068417" "Pnp2"
"ENSMUSG00000025509" "ENSMUSG00000025509" "Pnpla2"
"ENSMUSG00000040128" "ENSMUSG00000040128" "Pnrc1"
"ENSMUSG00000024833" "ENSMUSG00000024833" "Pola2"
"ENSMUSG00000001100" "ENSMUSG00000001100" "Poldip2"
"ENSMUSG00000007080" "ENSMUSG00000007080" "Pole"
"ENSMUSG00000028394" "ENSMUSG00000028394" "Pole3"
"ENSMUSG00000034206" "ENSMUSG00000034206" "Polq"
"ENSMUSG00000049553" "ENSMUSG00000049553" "Polr1a"
"ENSMUSG00000027395" "ENSMUSG00000027395" "Polr1b"
"ENSMUSG00000067148" "ENSMUSG00000067148" "Polr1c"
"ENSMUSG00000029642" "ENSMUSG00000029642" "Polr1d"
"ENSMUSG00000004667" "ENSMUSG00000004667" "Polr2e"
"ENSMUSG00000033020" "ENSMUSG00000033020" "Polr2f"
"ENSMUSG00000039771" "ENSMUSG00000039771" "Polr2j"
"ENSMUSG00000000776" "ENSMUSG00000000776" "Polr3d"
"ENSMUSG00000032667" "ENSMUSG00000032667" "Pon2"
"ENSMUSG00000060152" "ENSMUSG00000060152" "Pop5"
"ENSMUSG00000022803" "ENSMUSG00000022803" "Popdc2"
"ENSMUSG00000005514" "ENSMUSG00000005514" "Por"
"ENSMUSG00000032053" "ENSMUSG00000032053" "Pou2af1"
"ENSMUSG00000008496" "ENSMUSG00000008496" "Pou2f2"
"ENSMUSG00000020089" "ENSMUSG00000020089" "Ppa1"
"ENSMUSG00000029246" "ENSMUSG00000029246" "Ppat"
"ENSMUSG00000037519" "ENSMUSG00000037519" "Ppfia1"
"ENSMUSG00000016487" "ENSMUSG00000016487" "Ppfibp1"
"ENSMUSG00000036528" "ENSMUSG00000036528" "Ppfibp2"
"ENSMUSG00000024538" "ENSMUSG00000024538" "Ppic"
"ENSMUSG00000027804" "ENSMUSG00000027804" "Ppid"
"ENSMUSG00000021868" "ENSMUSG00000021868" "Ppif"
"ENSMUSG00000029147" "ENSMUSG00000029147" "Ppm1g"
"ENSMUSG00000034613" "ENSMUSG00000034613" "Ppm1h"
"ENSMUSG00000020253" "ENSMUSG00000020253" "Ppm1m"
"ENSMUSG00000062729" "ENSMUSG00000062729" "Ppox"
"ENSMUSG00000019907" "ENSMUSG00000019907" "Ppp1r12a"
"ENSMUSG00000021285" "ENSMUSG00000021285" "Ppp1r13b"
"ENSMUSG00000056612" "ENSMUSG00000056612" "Ppp1r14b"
"ENSMUSG00000040435" "ENSMUSG00000040435" "Ppp1r15a"
"ENSMUSG00000046062" "ENSMUSG00000046062" "Ppp1r15b"
"ENSMUSG00000049999" "ENSMUSG00000049999" "Ppp1r3d"
"ENSMUSG00000038976" "ENSMUSG00000038976" "Ppp1r9b"
"ENSMUSG00000032058" "ENSMUSG00000032058" "Ppp2r1b"
"ENSMUSG00000022092" "ENSMUSG00000022092" "Ppp3cc"
"ENSMUSG00000052296" "ENSMUSG00000052296" "Ppp6r1"
"ENSMUSG00000036561" "ENSMUSG00000036561" "Ppp6r2"
"ENSMUSG00000045679" "ENSMUSG00000045679" "Pqlc3"
"ENSMUSG00000038943" "ENSMUSG00000038943" "Prc1"
"ENSMUSG00000057637" "ENSMUSG00000057637" "Prdm2"
"ENSMUSG00000029913" "ENSMUSG00000029913" "Prdm5"
"ENSMUSG00000005161" "ENSMUSG00000005161" "Prdx2"
"ENSMUSG00000024997" "ENSMUSG00000024997" "Prdx3"
"ENSMUSG00000025289" "ENSMUSG00000025289" "Prdx4"
"ENSMUSG00000024953" "ENSMUSG00000024953" "Prdx5"
"ENSMUSG00000026701" "ENSMUSG00000026701" "Prdx6"
"ENSMUSG00000056671" "ENSMUSG00000056671" "Prelid2"
"ENSMUSG00000027073" "ENSMUSG00000027073" "Prg2"
"ENSMUSG00000026134" "ENSMUSG00000026134" "Prim2"
"ENSMUSG00000050697" "ENSMUSG00000050697" "Prkaa1"
"ENSMUSG00000029513" "ENSMUSG00000029513" "Prkab1"
"ENSMUSG00000005469" "ENSMUSG00000005469" "Prkaca"
"ENSMUSG00000067713" "ENSMUSG00000067713" "Prkag1"
"ENSMUSG00000028944" "ENSMUSG00000028944" "Prkag2"
"ENSMUSG00000002997" "ENSMUSG00000002997" "Prkar2b"
"ENSMUSG00000050965" "ENSMUSG00000050965" "Prkca"
"ENSMUSG00000052889" "ENSMUSG00000052889" "Prkcb"
"ENSMUSG00000021948" "ENSMUSG00000021948" "Prkcd"
"ENSMUSG00000045038" "ENSMUSG00000045038" "Prkce"
"ENSMUSG00000021108" "ENSMUSG00000021108" "Prkch"
"ENSMUSG00000026778" "ENSMUSG00000026778" "Prkcq"
"ENSMUSG00000003402" "ENSMUSG00000003402" "Prkcsh"
"ENSMUSG00000041187" "ENSMUSG00000041187" "Prkd2"
"ENSMUSG00000003526" "ENSMUSG00000003526" "Prodh"
"ENSMUSG00000111321" "ENSMUSG00000111321" "Prodh"
"ENSMUSG00000029086" "ENSMUSG00000029086" "Prom1"
"ENSMUSG00000032673" "ENSMUSG00000032673" "Prorsd1"
"ENSMUSG00000024735" "ENSMUSG00000024735" "Prpf19"
"ENSMUSG00000021413" "ENSMUSG00000021413" "Prpf4b"
"ENSMUSG00000020850" "ENSMUSG00000020850" "Prpf8"
"ENSMUSG00000015869" "ENSMUSG00000015869" "Prpsap1"
"ENSMUSG00000023048" "ENSMUSG00000023048" "Prr13"
"ENSMUSG00000036106" "ENSMUSG00000036106" "Prr5"
"ENSMUSG00000039262" "ENSMUSG00000039262" "Prrc2b"
"ENSMUSG00000027171" "ENSMUSG00000027171" "Prrg4"
"ENSMUSG00000006179" "ENSMUSG00000006179" "Prss16"
"ENSMUSG00000056399" "ENSMUSG00000056399" "Prss34"
"ENSMUSG00000048752" "ENSMUSG00000048752" "Prss50"
"ENSMUSG00000057729" "ENSMUSG00000057729" "Prtn3"
"ENSMUSG00000004207" "ENSMUSG00000004207" "Psap"
"ENSMUSG00000024640" "ENSMUSG00000024640" "Psat1"
"ENSMUSG00000010609" "ENSMUSG00000010609" "Psen2"
"ENSMUSG00000028484" "ENSMUSG00000028484" "Psip1"
"ENSMUSG00000027566" "ENSMUSG00000027566" "Psma7"
"ENSMUSG00000014769" "ENSMUSG00000014769" "Psmb1"
"ENSMUSG00000031897" "ENSMUSG00000031897" "Psmb10"
"ENSMUSG00000028837" "ENSMUSG00000028837" "Psmb2"
"ENSMUSG00000069744" "ENSMUSG00000069744" "Psmb3"
"ENSMUSG00000005779" "ENSMUSG00000005779" "Psmb4"
"ENSMUSG00000018286" "ENSMUSG00000018286" "Psmb6"
"ENSMUSG00000026750" "ENSMUSG00000026750" "Psmb7"
"ENSMUSG00000024338" "ENSMUSG00000024338" "Psmb8"
"ENSMUSG00000096727" "ENSMUSG00000096727" "Psmb9"
"ENSMUSG00000021178" "ENSMUSG00000021178" "Psmc1"
"ENSMUSG00000028932" "ENSMUSG00000028932" "Psmc2"
"ENSMUSG00000002102" "ENSMUSG00000002102" "Psmc3"
"ENSMUSG00000026229" "ENSMUSG00000026229" "Psmd1"
"ENSMUSG00000017428" "ENSMUSG00000017428" "Psmd11"
"ENSMUSG00000020720" "ENSMUSG00000020720" "Psmd12"
"ENSMUSG00000006998" "ENSMUSG00000006998" "Psmd2"
"ENSMUSG00000017221" "ENSMUSG00000017221" "Psmd3"
"ENSMUSG00000005625" "ENSMUSG00000005625" "Psmd4"
"ENSMUSG00000026869" "ENSMUSG00000026869" "Psmd5"
"ENSMUSG00000029440" "ENSMUSG00000029440" "Psmd9"
"ENSMUSG00000022216" "ENSMUSG00000022216" "Psme1"
"ENSMUSG00000079197" "ENSMUSG00000079197" "Psme2"
"ENSMUSG00000116285" "ENSMUSG00000116285" "Psme2"
"ENSMUSG00000078652" "ENSMUSG00000078652" "Psme3"
"ENSMUSG00000032869" "ENSMUSG00000032869" "Psmf1"
"ENSMUSG00000022913" "ENSMUSG00000022913" "Psmg1"
"ENSMUSG00000024537" "ENSMUSG00000024537" "Psmg2"
"ENSMUSG00000021938" "ENSMUSG00000021938" "Pspc1"
"ENSMUSG00000032322" "ENSMUSG00000032322" "Pstpip1"
"ENSMUSG00000021466" "ENSMUSG00000021466" "Ptch1"
"ENSMUSG00000025495" "ENSMUSG00000025495" "Ptdss2"
"ENSMUSG00000037759" "ENSMUSG00000037759" "Ptger2"
"ENSMUSG00000040016" "ENSMUSG00000040016" "Ptger3"
"ENSMUSG00000043017" "ENSMUSG00000043017" "Ptgir"
"ENSMUSG00000028378" "ENSMUSG00000028378" "Ptgr1"
"ENSMUSG00000047250" "ENSMUSG00000047250" "Ptgs1"
"ENSMUSG00000030122" "ENSMUSG00000030122" "Ptms"
"ENSMUSG00000028788" "ENSMUSG00000028788" "Ptp4a2"
"ENSMUSG00000059895" "ENSMUSG00000059895" "Ptp4a3"
"ENSMUSG00000027540" "ENSMUSG00000027540" "Ptpn1"
"ENSMUSG00000043733" "ENSMUSG00000043733" "Ptpn11"
"ENSMUSG00000034573" "ENSMUSG00000034573" "Ptpn13"
"ENSMUSG00000026604" "ENSMUSG00000026604" "Ptpn14"
"ENSMUSG00000026126" "ENSMUSG00000026126" "Ptpn18"
"ENSMUSG00000027843" "ENSMUSG00000027843" "Ptpn22"
"ENSMUSG00000004266" "ENSMUSG00000004266" "Ptpn6"
"ENSMUSG00000031506" "ENSMUSG00000031506" "Ptpn7"
"ENSMUSG00000027303" "ENSMUSG00000027303" "Ptpra"
"ENSMUSG00000045826" "ENSMUSG00000045826" "Ptprcap"
"ENSMUSG00000097132" "ENSMUSG00000097132" "Ptprcap"
"ENSMUSG00000041836" "ENSMUSG00000041836" "Ptpre"
"ENSMUSG00000013236" "ENSMUSG00000013236" "Ptprs"
"ENSMUSG00000028909" "ENSMUSG00000028909" "Ptpru"
"ENSMUSG00000009291" "ENSMUSG00000009291" "Pttg1ip"
"ENSMUSG00000028580" "ENSMUSG00000028580" "Pum1"
"ENSMUSG00000106966" "ENSMUSG00000106966" "Pum1"
"ENSMUSG00000029507" "ENSMUSG00000029507" "Pus1"
"ENSMUSG00000040511" "ENSMUSG00000040511" "Pvr"
"ENSMUSG00000030793" "ENSMUSG00000030793" "Pycard"
"ENSMUSG00000026520" "ENSMUSG00000026520" "Pycr2"
"ENSMUSG00000021069" "ENSMUSG00000021069" "Pygl"
"ENSMUSG00000032604" "ENSMUSG00000032604" "Qars"
"ENSMUSG00000015806" "ENSMUSG00000015806" "Qdpr"
"ENSMUSG00000026304" "ENSMUSG00000026304" "Rab17"
"ENSMUSG00000073639" "ENSMUSG00000073639" "Rab18"
"ENSMUSG00000029923" "ENSMUSG00000029923" "Rab19"
"ENSMUSG00000024870" "ENSMUSG00000024870" "Rab1b"
"ENSMUSG00000032202" "ENSMUSG00000032202" "Rab27a"
"ENSMUSG00000024511" "ENSMUSG00000024511" "Rab27b"
"ENSMUSG00000019832" "ENSMUSG00000019832" "Rab32"
"ENSMUSG00000029518" "ENSMUSG00000029518" "Rab35"
"ENSMUSG00000020732" "ENSMUSG00000020732" "Rab37"
"ENSMUSG00000019066" "ENSMUSG00000019066" "Rab3d"
"ENSMUSG00000024663" "ENSMUSG00000024663" "Rab3il1"
"ENSMUSG00000064147" "ENSMUSG00000064147" "Rab44"
"ENSMUSG00000019478" "ENSMUSG00000019478" "Rab4a"
"ENSMUSG00000025340" "ENSMUSG00000025340" "Rabgef1"
"ENSMUSG00000033220" "ENSMUSG00000033220" "Rac2"
"ENSMUSG00000023015" "ENSMUSG00000023015" "Racgap1"
"ENSMUSG00000022314" "ENSMUSG00000022314" "Rad21"
"ENSMUSG00000003813" "ENSMUSG00000003813" "Rad23a"
"ENSMUSG00000028426" "ENSMUSG00000028426" "Rad23b"
"ENSMUSG00000020380" "ENSMUSG00000020380" "Rad50"
"ENSMUSG00000026594" "ENSMUSG00000026594" "Ralgps2"
"ENSMUSG00000034353" "ENSMUSG00000034353" "Ramp1"
"ENSMUSG00000029430" "ENSMUSG00000029430" "Ran"
"ENSMUSG00000005732" "ENSMUSG00000005732" "Ranbp1"
"ENSMUSG00000099164" "ENSMUSG00000099164" "Ranbp1"
"ENSMUSG00000003226" "ENSMUSG00000003226" "Ranbp2"
"ENSMUSG00000032892" "ENSMUSG00000032892" "Rangrf"
"ENSMUSG00000052681" "ENSMUSG00000052681" "Rap1b"
"ENSMUSG00000062232" "ENSMUSG00000062232" "Rapgef2"
"ENSMUSG00000022469" "ENSMUSG00000022469" "Rapgef3"
"ENSMUSG00000041992" "ENSMUSG00000041992" "Rapgef5"
"ENSMUSG00000037992" "ENSMUSG00000037992" "Rara"
"ENSMUSG00000001288" "ENSMUSG00000001288" "Rarg"
"ENSMUSG00000032413" "ENSMUSG00000032413" "Rasa2"
"ENSMUSG00000004952" "ENSMUSG00000004952" "Rasa4"
"ENSMUSG00000052142" "ENSMUSG00000052142" "Rasal3"
"ENSMUSG00000032946" "ENSMUSG00000032946" "Rasgrp2"
"ENSMUSG00000106685" "ENSMUSG00000106685" "Rasgrp2"
"ENSMUSG00000027339" "ENSMUSG00000027339" "Rassf2"
"ENSMUSG00000025795" "ENSMUSG00000025795" "Rassf3"
"ENSMUSG00000042129" "ENSMUSG00000042129" "Rassf4"
"ENSMUSG00000030259" "ENSMUSG00000030259" "Rassf8"
"ENSMUSG00000030779" "ENSMUSG00000030779" "Rbbp6"
"ENSMUSG00000029136" "ENSMUSG00000029136" "Rbks"
"ENSMUSG00000010608" "ENSMUSG00000010608" "Rbm25"
"ENSMUSG00000024491" "ENSMUSG00000024491" "Rbm27"
"ENSMUSG00000048271" "ENSMUSG00000048271" "Rbm33"
"ENSMUSG00000036249" "ENSMUSG00000036249" "Rbm43"
"ENSMUSG00000032580" "ENSMUSG00000032580" "Rbm5"
"ENSMUSG00000038374" "ENSMUSG00000038374" "Rbm8a"
"ENSMUSG00000046402" "ENSMUSG00000046402" "Rbp1"
"ENSMUSG00000040945" "ENSMUSG00000040945" "Rcc2"
"ENSMUSG00000024785" "ENSMUSG00000024785" "Rcl1"
