"id" "symbol"
"ENSMUSG00000044465" "ENSMUSG00000044465" "Fam160a2"
"ENSMUSG00000003955" "ENSMUSG00000003955" "Fam162a"
"ENSMUSG00000037503" "ENSMUSG00000037503" "Fam168b"
"ENSMUSG00000078670" "ENSMUSG00000078670" "Fam174b"
"ENSMUSG00000019856" "ENSMUSG00000019856" "Fam184a"
"ENSMUSG00000025854" "ENSMUSG00000025854" "Fam20c"
"ENSMUSG00000046546" "ENSMUSG00000046546" "Fam43a"
"ENSMUSG00000022378" "ENSMUSG00000022378" "Fam49b"
"ENSMUSG00000030956" "ENSMUSG00000030956" "Fam53b"
"ENSMUSG00000036186" "ENSMUSG00000036186" "Fam69b"
"ENSMUSG00000050592" "ENSMUSG00000050592" "Fam78a"
"ENSMUSG00000007570" "ENSMUSG00000007570" "Fance"
"ENSMUSG00000030303" "ENSMUSG00000030303" "Far2"
"ENSMUSG00000025153" "ENSMUSG00000025153" "Fasn"
"ENSMUSG00000038274" "ENSMUSG00000038274" "Fau"
"ENSMUSG00000069805" "ENSMUSG00000069805" "Fbp1"
"ENSMUSG00000020883" "ENSMUSG00000020883" "Fbxl20"
"ENSMUSG00000033313" "ENSMUSG00000033313" "Fbxl8"
"ENSMUSG00000048232" "ENSMUSG00000048232" "Fbxo10"
"ENSMUSG00000022184" "ENSMUSG00000022184" "Fbxo4"
"ENSMUSG00000019773" "ENSMUSG00000019773" "Fbxo5"
"ENSMUSG00000001786" "ENSMUSG00000001786" "Fbxo7"
"ENSMUSG00000001366" "ENSMUSG00000001366" "Fbxo9"
"ENSMUSG00000058715" "ENSMUSG00000058715" "Fcer1g"
"ENSMUSG00000026656" "ENSMUSG00000026656" "Fcgr2b"
"ENSMUSG00000059498" "ENSMUSG00000059498" "Fcgr3"
"ENSMUSG00000003420" "ENSMUSG00000003420" "Fcgrt"
"ENSMUSG00000070000" "ENSMUSG00000070000" "Fcho1"
"ENSMUSG00000026835" "ENSMUSG00000026835" "Fcnb"
"ENSMUSG00000024588" "ENSMUSG00000024588" "Fech"
"ENSMUSG00000024742" "ENSMUSG00000024742" "Fen1"
"ENSMUSG00000024965" "ENSMUSG00000024965" "Fermt3"
"ENSMUSG00000053158" "ENSMUSG00000053158" "Fes"
"ENSMUSG00000051314" "ENSMUSG00000051314" "Ffar2"
"ENSMUSG00000024013" "ENSMUSG00000024013" "Fgd2"
"ENSMUSG00000037946" "ENSMUSG00000037946" "Fgd3"
"ENSMUSG00000031074" "ENSMUSG00000031074" "Fgf3"
"ENSMUSG00000008090" "ENSMUSG00000008090" "Fgfrl1"
"ENSMUSG00000039899" "ENSMUSG00000039899" "Fgl2"
"ENSMUSG00000026526" "ENSMUSG00000026526" "Fh1"
"ENSMUSG00000041842" "ENSMUSG00000041842" "Fhdc1"
"ENSMUSG00000053334" "ENSMUSG00000053334" "Ficd"
"ENSMUSG00000043336" "ENSMUSG00000043336" "Filip1l"
"ENSMUSG00000019054" "ENSMUSG00000019054" "Fis1"
"ENSMUSG00000003355" "ENSMUSG00000003355" "Fkbp11"
"ENSMUSG00000056629" "ENSMUSG00000056629" "Fkbp2"
"ENSMUSG00000030357" "ENSMUSG00000030357" "Fkbp4"
"ENSMUSG00000024222" "ENSMUSG00000024222" "Fkbp5"
"ENSMUSG00000016087" "ENSMUSG00000016087" "Fli1"
"ENSMUSG00000031328" "ENSMUSG00000031328" "Flna"
"ENSMUSG00000025278" "ENSMUSG00000025278" "Flnb"
"ENSMUSG00000061981" "ENSMUSG00000061981" "Flot2"
"ENSMUSG00000042817" "ENSMUSG00000042817" "Flt3"
"ENSMUSG00000110206" "ENSMUSG00000110206" "Flt3l"
"ENSMUSG00000023008" "ENSMUSG00000023008" "Fmnl3"
"ENSMUSG00000000838" "ENSMUSG00000000838" "Fmr1"
"ENSMUSG00000075415" "ENSMUSG00000075415" "Fnbp1"
"ENSMUSG00000039735" "ENSMUSG00000039735" "Fnbp1l"
"ENSMUSG00000008200" "ENSMUSG00000008200" "Fnbp4"
"ENSMUSG00000021250" "ENSMUSG00000021250" "Fos"
"ENSMUSG00000044167" "ENSMUSG00000044167" "Foxo1"
"ENSMUSG00000030067" "ENSMUSG00000030067" "Foxp1"
"ENSMUSG00000016552" "ENSMUSG00000016552" "Foxred2"
"ENSMUSG00000067199" "ENSMUSG00000067199" "Frat1"
"ENSMUSG00000047604" "ENSMUSG00000047604" "Frat2"
"ENSMUSG00000026657" "ENSMUSG00000026657" "Frmd4a"
"ENSMUSG00000024661" "ENSMUSG00000024661" "Fth1"
"ENSMUSG00000050708" "ENSMUSG00000050708" "Ftl1"
"ENSMUSG00000031171" "ENSMUSG00000031171" "Ftsj1"
"ENSMUSG00000020706" "ENSMUSG00000020706" "Ftsj3"
"ENSMUSG00000028034" "ENSMUSG00000028034" "Fubp1"
"ENSMUSG00000019810" "ENSMUSG00000019810" "Fuca2"
"ENSMUSG00000049307" "ENSMUSG00000049307" "Fut4"
"ENSMUSG00000036587" "ENSMUSG00000036587" "Fut7"
"ENSMUSG00000021065" "ENSMUSG00000021065" "Fut8"
"ENSMUSG00000059363" "ENSMUSG00000059363" "Fxn"
"ENSMUSG00000009687" "ENSMUSG00000009687" "Fxyd5"
"ENSMUSG00000022148" "ENSMUSG00000022148" "Fyb"
"ENSMUSG00000019843" "ENSMUSG00000019843" "Fyn"
"ENSMUSG00000009633" "ENSMUSG00000009633" "G0s2"
"ENSMUSG00000029405" "ENSMUSG00000029405" "G3bp2"
"ENSMUSG00000034793" "ENSMUSG00000034793" "G6pc3"
"ENSMUSG00000031400" "ENSMUSG00000031400" "G6pdx"
"ENSMUSG00000004508" "ENSMUSG00000004508" "Gab2"
"ENSMUSG00000030161" "ENSMUSG00000030161" "Gabarapl1"
"ENSMUSG00000038766" "ENSMUSG00000038766" "Gabpb2"
"ENSMUSG00000036390" "ENSMUSG00000036390" "Gadd45a"
"ENSMUSG00000015312" "ENSMUSG00000015312" "Gadd45b"
"ENSMUSG00000021003" "ENSMUSG00000021003" "Galc"
"ENSMUSG00000020766" "ENSMUSG00000020766" "Galk1"
"ENSMUSG00000015027" "ENSMUSG00000015027" "Galns"
"ENSMUSG00000000420" "ENSMUSG00000000420" "Galnt1"
"ENSMUSG00000038072" "ENSMUSG00000038072" "Galnt11"
"ENSMUSG00000039774" "ENSMUSG00000039774" "Galnt12"
"ENSMUSG00000089704" "ENSMUSG00000089704" "Galnt2"
"ENSMUSG00000037280" "ENSMUSG00000037280" "Galnt6"
"ENSMUSG00000020150" "ENSMUSG00000020150" "Gamt"
"ENSMUSG00000046006" "ENSMUSG00000046006" "Gapt"
"ENSMUSG00000026867" "ENSMUSG00000026867" "Gapvd1"
"ENSMUSG00000028010" "ENSMUSG00000028010" "Gar1"
"ENSMUSG00000029777" "ENSMUSG00000029777" "Gars"
"ENSMUSG00000022962" "ENSMUSG00000022962" "Gart"
"ENSMUSG00000053332" "ENSMUSG00000053332" "Gas5"
"ENSMUSG00000033066" "ENSMUSG00000033066" "Gas7"
"ENSMUSG00000031162" "ENSMUSG00000031162" "Gata1"
"ENSMUSG00000015053" "ENSMUSG00000015053" "Gata2"
"ENSMUSG00000042390" "ENSMUSG00000042390" "Gatad2b"
"ENSMUSG00000027199" "ENSMUSG00000027199" "Gatm"
"ENSMUSG00000111138" "ENSMUSG00000111138" "Gatm"
"ENSMUSG00000028270" "ENSMUSG00000028270" "Gbp2"
"ENSMUSG00000034486" "ENSMUSG00000034486" "Gbx2"
"ENSMUSG00000037580" "ENSMUSG00000037580" "Gch1"
"ENSMUSG00000032350" "ENSMUSG00000032350" "Gclc"
"ENSMUSG00000028124" "ENSMUSG00000028124" "Gclm"
"ENSMUSG00000058624" "ENSMUSG00000058624" "Gda"
"ENSMUSG00000030117" "ENSMUSG00000030117" "Gdf3"
"ENSMUSG00000021218" "ENSMUSG00000021218" "Gdi2"
"ENSMUSG00000061666" "ENSMUSG00000061666" "Gdpd1"
"ENSMUSG00000030703" "ENSMUSG00000030703" "Gdpd3"
"ENSMUSG00000037275" "ENSMUSG00000037275" "Gemin5"
"ENSMUSG00000025858" "ENSMUSG00000025858" "Get4"
"ENSMUSG00000040888" "ENSMUSG00000040888" "Gfer"
"ENSMUSG00000029275" "ENSMUSG00000029275" "Gfi1"
"ENSMUSG00000026815" "ENSMUSG00000026815" "Gfi1b"
"ENSMUSG00000027774" "ENSMUSG00000027774" "Gfm1"
"ENSMUSG00000051335" "ENSMUSG00000051335" "Gfod1"
"ENSMUSG00000029992" "ENSMUSG00000029992" "Gfpt1"
"ENSMUSG00000073987" "ENSMUSG00000073987" "Ggh"
"ENSMUSG00000006344" "ENSMUSG00000006344" "Ggt5"
"ENSMUSG00000035778" "ENSMUSG00000035778" "Ggta1"
"ENSMUSG00000048000" "ENSMUSG00000048000" "Gigyf2"
"ENSMUSG00000090019" "ENSMUSG00000090019" "Gimap1"
"ENSMUSG00000047867" "ENSMUSG00000047867" "Gimap6"
"ENSMUSG00000043931" "ENSMUSG00000043931" "Gimap7"
"ENSMUSG00000041890" "ENSMUSG00000041890" "Git2"
"ENSMUSG00000050953" "ENSMUSG00000050953" "Gja1"
"ENSMUSG00000042367" "ENSMUSG00000042367" "Gjb3"
"ENSMUSG00000026200" "ENSMUSG00000026200" "Glb1l"
"ENSMUSG00000003316" "ENSMUSG00000003316" "Glg1"
"ENSMUSG00000056888" "ENSMUSG00000056888" "Glipr1"
"ENSMUSG00000028480" "ENSMUSG00000028480" "Glipr2"
"ENSMUSG00000024026" "ENSMUSG00000024026" "Glo1"
"ENSMUSG00000021102" "ENSMUSG00000021102" "Glrx5"
"ENSMUSG00000021794" "ENSMUSG00000021794" "Glud1"
"ENSMUSG00000074813" "ENSMUSG00000074813" "Gm14005"
"ENSMUSG00000079071" "ENSMUSG00000079071" "Gm14085"
"ENSMUSG00000073902" "ENSMUSG00000073902" "Gm1966"
"ENSMUSG00000000594" "ENSMUSG00000000594" "Gm2a"
"ENSMUSG00000053541" "ENSMUSG00000053541" "Gm4759"
"ENSMUSG00000102752" "ENSMUSG00000102752" "Gm7694"
"ENSMUSG00000060791" "ENSMUSG00000060791" "Gmfg"
"ENSMUSG00000036246" "ENSMUSG00000036246" "Gmip"
"ENSMUSG00000000253" "ENSMUSG00000000253" "Gmpr"
"ENSMUSG00000024697" "ENSMUSG00000024697" "Gna14"
"ENSMUSG00000034792" "ENSMUSG00000034792" "Gna15"
"ENSMUSG00000032562" "ENSMUSG00000032562" "Gnai2"
"ENSMUSG00000027523" "ENSMUSG00000027523" "Gnas"
"ENSMUSG00000038607" "ENSMUSG00000038607" "Gng10"
"ENSMUSG00000032766" "ENSMUSG00000032766" "Gng11"
"ENSMUSG00000036402" "ENSMUSG00000036402" "Gng12"
"ENSMUSG00000043004" "ENSMUSG00000043004" "Gng2"
"ENSMUSG00000028869" "ENSMUSG00000028869" "Gnl2"
"ENSMUSG00000042354" "ENSMUSG00000042354" "Gnl3"
"ENSMUSG00000025266" "ENSMUSG00000025266" "Gnl3l"
"ENSMUSG00000029209" "ENSMUSG00000029209" "Gnpda2"
"ENSMUSG00000035311" "ENSMUSG00000035311" "Gnptab"
"ENSMUSG00000038708" "ENSMUSG00000038708" "Golga4"
"ENSMUSG00000021556" "ENSMUSG00000021556" "Golm1"
"ENSMUSG00000014959" "ENSMUSG00000014959" "Gorasp2"
"ENSMUSG00000050675" "ENSMUSG00000050675" "Gp1ba"
"ENSMUSG00000047953" "ENSMUSG00000047953" "Gp5"
"ENSMUSG00000030054" "ENSMUSG00000030054" "Gp9"
"ENSMUSG00000034621" "ENSMUSG00000034621" "Gpatch8"
"ENSMUSG00000032745" "ENSMUSG00000032745" "Gpbp1"
"ENSMUSG00000034220" "ENSMUSG00000034220" "Gpc1"
"ENSMUSG00000031119" "ENSMUSG00000031119" "Gpc4"
"ENSMUSG00000036427" "ENSMUSG00000036427" "Gpi1"
"ENSMUSG00000029464" "ENSMUSG00000029464" "Gpn3"
"ENSMUSG00000021298" "ENSMUSG00000021298" "Gpr132"
"ENSMUSG00000050075" "ENSMUSG00000050075" "Gpr171"
"ENSMUSG00000050350" "ENSMUSG00000050350" "Gpr18"
"ENSMUSG00000051212" "ENSMUSG00000051212" "Gpr183"
"ENSMUSG00000063234" "ENSMUSG00000063234" "Gpr84"
"ENSMUSG00000023170" "ENSMUSG00000023170" "Gps2"
"ENSMUSG00000031700" "ENSMUSG00000031700" "Gpt2"
"ENSMUSG00000063856" "ENSMUSG00000063856" "Gpx1"
"ENSMUSG00000018339" "ENSMUSG00000018339" "Gpx3"
"ENSMUSG00000040111" "ENSMUSG00000040111" "Gramd1b"
"ENSMUSG00000001700" "ENSMUSG00000001700" "Gramd3"
"ENSMUSG00000004837" "ENSMUSG00000004837" "Grap"
"ENSMUSG00000020176" "ENSMUSG00000020176" "Grb10"
"ENSMUSG00000059923" "ENSMUSG00000059923" "Grb2"
"ENSMUSG00000035637" "ENSMUSG00000035637" "Grhpr"
"ENSMUSG00000022564" "ENSMUSG00000022564" "Grina"
"ENSMUSG00000034708" "ENSMUSG00000034708" "Grn"
"ENSMUSG00000026879" "ENSMUSG00000026879" "Gsn"
"ENSMUSG00000062203" "ENSMUSG00000062203" "Gspt1"
"ENSMUSG00000031584" "ENSMUSG00000031584" "Gsr"
"ENSMUSG00000058135" "ENSMUSG00000058135" "Gstm1"
"ENSMUSG00000027890" "ENSMUSG00000027890" "Gstm4"
"ENSMUSG00000004032" "ENSMUSG00000004032" "Gstm5"
"ENSMUSG00000004035" "ENSMUSG00000004035" "Gstm7"
"ENSMUSG00000025068" "ENSMUSG00000025068" "Gsto1"
"ENSMUSG00000060803" "ENSMUSG00000060803" "Gstp1"
"ENSMUSG00000097830" "ENSMUSG00000097830" "Gstp1"
"ENSMUSG00000001665" "ENSMUSG00000001665" "Gstt3"
"ENSMUSG00000033543" "ENSMUSG00000033543" "Gtf2a2"
"ENSMUSG00000002658" "ENSMUSG00000002658" "Gtf2f1"
"ENSMUSG00000029387" "ENSMUSG00000029387" "Gtf2h3"
"ENSMUSG00000042535" "ENSMUSG00000042535" "Gtpbp1"
"ENSMUSG00000023982" "ENSMUSG00000023982" "Guca1a"
"ENSMUSG00000116418" "ENSMUSG00000116418" "Guca1a"
"ENSMUSG00000020444" "ENSMUSG00000020444" "Guk1"
"ENSMUSG00000025534" "ENSMUSG00000025534" "Gusb"
"ENSMUSG00000036197" "ENSMUSG00000036197" "Gxylt1"
"ENSMUSG00000019528" "ENSMUSG00000019528" "Gyg"
"ENSMUSG00000051839" "ENSMUSG00000051839" "Gypa"
"ENSMUSG00000090523" "ENSMUSG00000090523" "Gypc"
"ENSMUSG00000023132" "ENSMUSG00000023132" "Gzma"
"ENSMUSG00000015437" "ENSMUSG00000015437" "Gzmb"
"ENSMUSG00000019188" "ENSMUSG00000019188" "H13"
"ENSMUSG00000044927" "ENSMUSG00000044927" "H1fx"
"ENSMUSG00000036594" "ENSMUSG00000036594" "H2-Aa"
"ENSMUSG00000073421" "ENSMUSG00000073421" "H2-Ab1"
"ENSMUSG00000037649" "ENSMUSG00000037649" "H2-DMa"
"ENSMUSG00000060586" "ENSMUSG00000060586" "H2-Eb1"
"ENSMUSG00000061232" "ENSMUSG00000061232" "H2-K1"
"ENSMUSG00000016206" "ENSMUSG00000016206" "H2-M3"
"ENSMUSG00000024334" "ENSMUSG00000024334" "H2-Oa"
"ENSMUSG00000041538" "ENSMUSG00000041538" "H2-Ob"
"ENSMUSG00000060032" "ENSMUSG00000060032" "H2afj"
"ENSMUSG00000049932" "ENSMUSG00000049932" "H2afx"
"ENSMUSG00000015937" "ENSMUSG00000015937" "H2afy"
"ENSMUSG00000000673" "ENSMUSG00000000673" "Haao"
"ENSMUSG00000027984" "ENSMUSG00000027984" "Hadh"
"ENSMUSG00000025745" "ENSMUSG00000025745" "Hadha"
"ENSMUSG00000024158" "ENSMUSG00000024158" "Hagh"
"ENSMUSG00000001380" "ENSMUSG00000001380" "Hars"
"ENSMUSG00000069917" "ENSMUSG00000069917" "Hba-a2"
"ENSMUSG00000031386" "ENSMUSG00000031386" "Hcfc1"
"ENSMUSG00000003283" "ENSMUSG00000003283" "Hck"
"ENSMUSG00000064109" "ENSMUSG00000064109" "Hcst"
"ENSMUSG00000008855" "ENSMUSG00000008855" "Hdac5"
"ENSMUSG00000031161" "ENSMUSG00000031161" "Hdac6"
"ENSMUSG00000027360" "ENSMUSG00000027360" "Hdc"
"ENSMUSG00000004897" "ENSMUSG00000004897" "Hdgf"
"ENSMUSG00000034088" "ENSMUSG00000034088" "Hdlbp"
"ENSMUSG00000050244" "ENSMUSG00000050244" "Heatr1"
"ENSMUSG00000031657" "ENSMUSG00000031657" "Heatr3"
"ENSMUSG00000035181" "ENSMUSG00000035181" "Heatr5a"
"ENSMUSG00000042770" "ENSMUSG00000042770" "Hebp1"
"ENSMUSG00000035247" "ENSMUSG00000035247" "Hectd1"
"ENSMUSG00000075254" "ENSMUSG00000075254" "Heg1"
"ENSMUSG00000025001" "ENSMUSG00000025001" "Hells"
"ENSMUSG00000028332" "ENSMUSG00000028332" "Hemgn"
"ENSMUSG00000038664" "ENSMUSG00000038664" "Herc1"
"ENSMUSG00000031770" "ENSMUSG00000031770" "Herpud1"
"ENSMUSG00000022528" "ENSMUSG00000022528" "Hes1"
"ENSMUSG00000025232" "ENSMUSG00000025232" "Hexa"
"ENSMUSG00000021665" "ENSMUSG00000021665" "Hexb"
"ENSMUSG00000006611" "ENSMUSG00000006611" "Hfe"
"ENSMUSG00000004328" "ENSMUSG00000004328" "Hif3a"
"ENSMUSG00000025868" "ENSMUSG00000025868" "Higd2a"
"ENSMUSG00000020267" "ENSMUSG00000020267" "Hint1"
"ENSMUSG00000039959" "ENSMUSG00000039959" "Hip1"
"ENSMUSG00000000915" "ENSMUSG00000000915" "Hip1r"
"ENSMUSG00000008730" "ENSMUSG00000008730" "Hipk1"
"ENSMUSG00000069309" "ENSMUSG00000069309" "Hist1h2an"
"ENSMUSG00000015501" "ENSMUSG00000015501" "Hivep2"
"ENSMUSG00000037012" "ENSMUSG00000037012" "Hk1"
"ENSMUSG00000000628" "ENSMUSG00000000628" "Hk2"
"ENSMUSG00000025877" "ENSMUSG00000025877" "Hk3"
"ENSMUSG00000003949" "ENSMUSG00000003949" "Hlf"
"ENSMUSG00000039377" "ENSMUSG00000039377" "Hlx"
"ENSMUSG00000032126" "ENSMUSG00000032126" "Hmbs"
"ENSMUSG00000054717" "ENSMUSG00000054717" "Hmgb2"
"ENSMUSG00000015217" "ENSMUSG00000015217" "Hmgb3"
"ENSMUSG00000028672" "ENSMUSG00000028672" "Hmgcl"
"ENSMUSG00000040681" "ENSMUSG00000040681" "Hmgn1"
"ENSMUSG00000003038" "ENSMUSG00000003038" "Hmgn2"
"ENSMUSG00000066456" "ENSMUSG00000066456" "Hmgn3"
"ENSMUSG00000005413" "ENSMUSG00000005413" "Hmox1"
"ENSMUSG00000017950" "ENSMUSG00000017950" "Hnf4a"
"ENSMUSG00000020358" "ENSMUSG00000020358" "Hnrnpab"
"ENSMUSG00000060373" "ENSMUSG00000060373" "Hnrnpc"
"ENSMUSG00000000568" "ENSMUSG00000000568" "Hnrnpd"
"ENSMUSG00000040725" "ENSMUSG00000040725" "Hnrnpul1"
"ENSMUSG00000003573" "ENSMUSG00000003573" "Homer3"
"ENSMUSG00000038253" "ENSMUSG00000038253" "Hoxa5"
"ENSMUSG00000038236" "ENSMUSG00000038236" "Hoxa7"
"ENSMUSG00000038227" "ENSMUSG00000038227" "Hoxa9"
"ENSMUSG00000031722" "ENSMUSG00000031722" "Hp"
"ENSMUSG00000028759" "ENSMUSG00000028759" "Hp1bp3"
"ENSMUSG00000001249" "ENSMUSG00000001249" "Hpn"
"ENSMUSG00000025630" "ENSMUSG00000025630" "Hprt"
"ENSMUSG00000027615" "ENSMUSG00000027615" "Hps3"
"ENSMUSG00000045216" "ENSMUSG00000045216" "Hs6st1"
"ENSMUSG00000016194" "ENSMUSG00000016194" "Hsd11b1"
"ENSMUSG00000019301" "ENSMUSG00000019301" "Hsd17b1"
"ENSMUSG00000025260" "ENSMUSG00000025260" "Hsd17b10"
"ENSMUSG00000029311" "ENSMUSG00000029311" "Hsd17b11"
"ENSMUSG00000027195" "ENSMUSG00000027195" "Hsd17b12"
"ENSMUSG00000023944" "ENSMUSG00000023944" "Hsp90ab1"
"ENSMUSG00000020048" "ENSMUSG00000020048" "Hsp90b1"
"ENSMUSG00000109865" "ENSMUSG00000109865" "Hspa14"
"ENSMUSG00000059970" "ENSMUSG00000059970" "Hspa2"
"ENSMUSG00000026864" "ENSMUSG00000026864" "Hspa5"
"ENSMUSG00000015656" "ENSMUSG00000015656" "Hspa8"
"ENSMUSG00000063802" "ENSMUSG00000063802" "Hspbp1"
"ENSMUSG00000025980" "ENSMUSG00000025980" "Hspd1"
"ENSMUSG00000073676" "ENSMUSG00000073676" "Hspe1"
"ENSMUSG00000029657" "ENSMUSG00000029657" "Hsph1"
"ENSMUSG00000010047" "ENSMUSG00000010047" "Hyal2"
"ENSMUSG00000006395" "ENSMUSG00000006395" "Hyi"
"ENSMUSG00000032115" "ENSMUSG00000032115" "Hyou1"
"ENSMUSG00000074342" "ENSMUSG00000074342" "I830077J02Rik"
"ENSMUSG00000037851" "ENSMUSG00000037851" "Iars"
"ENSMUSG00000026618" "ENSMUSG00000026618" "Iars2"
"ENSMUSG00000062995" "ENSMUSG00000062995" "Ica1"
"ENSMUSG00000001029" "ENSMUSG00000001029" "Icam2"
"ENSMUSG00000001014" "ENSMUSG00000001014" "Icam4"
"ENSMUSG00000042745" "ENSMUSG00000042745" "Id1"
"ENSMUSG00000020644" "ENSMUSG00000020644" "Id2"
"ENSMUSG00000025950" "ENSMUSG00000025950" "Idh1"
"ENSMUSG00000030541" "ENSMUSG00000030541" "Idh2"
"ENSMUSG00000032279" "ENSMUSG00000032279" "Idh3a"
"ENSMUSG00000027406" "ENSMUSG00000027406" "Idh3b"
"ENSMUSG00000003541" "ENSMUSG00000003541" "Ier3"
"ENSMUSG00000090000" "ENSMUSG00000090000" "Ier3ip1"
"ENSMUSG00000056708" "ENSMUSG00000056708" "Ier5"
"ENSMUSG00000041025" "ENSMUSG00000041025" "Iffo2"
"ENSMUSG00000039997" "ENSMUSG00000039997" "Ifi203"
"ENSMUSG00000079017" "ENSMUSG00000079017" "Ifi27l2a"
"ENSMUSG00000031838" "ENSMUSG00000031838" "Ifi30"
"ENSMUSG00000110777" "ENSMUSG00000110777" "Ifi30"
"ENSMUSG00000026896" "ENSMUSG00000026896" "Ifih1"
"ENSMUSG00000025491" "ENSMUSG00000025491" "Ifitm1"
"ENSMUSG00000060591" "ENSMUSG00000060591" "Ifitm2"
"ENSMUSG00000025492" "ENSMUSG00000025492" "Ifitm3"
"ENSMUSG00000022971" "ENSMUSG00000022971" "Ifnar2"
"ENSMUSG00000020009" "ENSMUSG00000020009" "Ifngr1"
"ENSMUSG00000022965" "ENSMUSG00000022965" "Ifngr2"
"ENSMUSG00000010048" "ENSMUSG00000010048" "Ifrd2"
"ENSMUSG00000024169" "ENSMUSG00000024169" "Ift140"
"ENSMUSG00000005533" "ENSMUSG00000005533" "Igf1r"
"ENSMUSG00000023830" "ENSMUSG00000023830" "Igf2r"
"ENSMUSG00000017493" "ENSMUSG00000017493" "Igfbp4"
"ENSMUSG00000042035" "ENSMUSG00000042035" "Igsf3"
"ENSMUSG00000035004" "ENSMUSG00000035004" "Igsf6"
"ENSMUSG00000042349" "ENSMUSG00000042349" "Ikbke"
"ENSMUSG00000018654" "ENSMUSG00000018654" "Ikzf1"
"ENSMUSG00000025997" "ENSMUSG00000025997" "Ikzf2"
"ENSMUSG00000032089" "ENSMUSG00000032089" "Il10ra"
"ENSMUSG00000027776" "ENSMUSG00000027776" "Il12a"
"ENSMUSG00000031712" "ENSMUSG00000031712" "Il15"
"ENSMUSG00000002897" "ENSMUSG00000002897" "Il17ra"
"ENSMUSG00000015966" "ENSMUSG00000015966" "Il17rb"
"ENSMUSG00000026072" "ENSMUSG00000026072" "Il1r1"
"ENSMUSG00000026069" "ENSMUSG00000026069" "Il1rl1"
"ENSMUSG00000030745" "ENSMUSG00000030745" "Il21r"
"ENSMUSG00000068227" "ENSMUSG00000068227" "Il2rb"
"ENSMUSG00000050377" "ENSMUSG00000050377" "Il31ra"
"ENSMUSG00000068758" "ENSMUSG00000068758" "Il3ra"
"ENSMUSG00000030748" "ENSMUSG00000030748" "Il4ra"
"ENSMUSG00000027947" "ENSMUSG00000027947" "Il6ra"
"ENSMUSG00000021756" "ENSMUSG00000021756" "Il6st"
"ENSMUSG00000052337" "ENSMUSG00000052337" "Immt"
"ENSMUSG00000032288" "ENSMUSG00000032288" "Imp3"
"ENSMUSG00000026127" "ENSMUSG00000026127" "Imp4"
"ENSMUSG00000024525" "ENSMUSG00000024525" "Impa2"
"ENSMUSG00000003500" "ENSMUSG00000003500" "Impdh1"
"ENSMUSG00000024660" "ENSMUSG00000024660" "Incenp"
"ENSMUSG00000037679" "ENSMUSG00000037679" "Inf2"
"ENSMUSG00000045969" "ENSMUSG00000045969" "Ing1"
"ENSMUSG00000040865" "ENSMUSG00000040865" "Ino80d"
"ENSMUSG00000040738" "ENSMUSG00000040738" "Ints8"
"ENSMUSG00000030662" "ENSMUSG00000030662" "Ipo5"
"ENSMUSG00000030536" "ENSMUSG00000030536" "Iqgap1"
"ENSMUSG00000021676" "ENSMUSG00000021676" "Iqgap2"
"ENSMUSG00000018899" "ENSMUSG00000018899" "Irf1"
"ENSMUSG00000031627" "ENSMUSG00000031627" "Irf2"
"ENSMUSG00000051495" "ENSMUSG00000051495" "Irf2bp2"
"ENSMUSG00000029771" "ENSMUSG00000029771" "Irf5"
"ENSMUSG00000025498" "ENSMUSG00000025498" "Irf7"
"ENSMUSG00000041515" "ENSMUSG00000041515" "Irf8"
"ENSMUSG00000002325" "ENSMUSG00000002325" "Irf9"
"ENSMUSG00000046879" "ENSMUSG00000046879" "Irgm1"
"ENSMUSG00000116444" "ENSMUSG00000116444" "Irgm1"
"ENSMUSG00000044792" "ENSMUSG00000044792" "Isca1"
"ENSMUSG00000021241" "ENSMUSG00000021241" "Isca2"
"ENSMUSG00000035692" "ENSMUSG00000035692" "Isg15"
"ENSMUSG00000039236" "ENSMUSG00000039236" "Isg20"
"ENSMUSG00000048039" "ENSMUSG00000048039" "Isg20l2"
"ENSMUSG00000024601" "ENSMUSG00000024601" "Isoc1"
"ENSMUSG00000019139" "ENSMUSG00000019139" "Isyna1"
"ENSMUSG00000027111" "ENSMUSG00000027111" "Itga6"
"ENSMUSG00000030830" "ENSMUSG00000030830" "Itgal"
"ENSMUSG00000030786" "ENSMUSG00000030786" "Itgam"
"ENSMUSG00000027087" "ENSMUSG00000027087" "Itgav"
"ENSMUSG00000030789" "ENSMUSG00000030789" "Itgax"
"ENSMUSG00000025809" "ENSMUSG00000025809" "Itgb1"
"ENSMUSG00000000290" "ENSMUSG00000000290" "Itgb2"
"ENSMUSG00000020689" "ENSMUSG00000020689" "Itgb3"
"ENSMUSG00000022817" "ENSMUSG00000022817" "Itgb5"
"ENSMUSG00000001281" "ENSMUSG00000001281" "Itgb7"
"ENSMUSG00000025780" "ENSMUSG00000025780" "Itih5"
"ENSMUSG00000031239" "ENSMUSG00000031239" "Itm2a"
"ENSMUSG00000022108" "ENSMUSG00000022108" "Itm2b"
"ENSMUSG00000026223" "ENSMUSG00000026223" "Itm2c"
"ENSMUSG00000030102" "ENSMUSG00000030102" "Itpr1"
"ENSMUSG00000042644" "ENSMUSG00000042644" "Itpr3"
"ENSMUSG00000074825" "ENSMUSG00000074825" "Itpripl1"
